intentType,obs_collection,provenance_name,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,dataproduct_type,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,proposal_id,proposal_type,sequence_number,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,obsid,objID
science,HST,HAP-MVM,WFC3/UVIS,HAP,F555W,OPTICAL,NGC-3370,GALAXY;SPIRAL,hst_skycell-p1717x17y08_wfc3_uvis_f555w_all,161.76942375,17.27318055556,image,,3,55290.67773289,56308.83375059,1491.0,441.7,659.1,,56489.9700694,,,,POLYGON 161.79006047789215 17.243889218964306 161.7711665985973 17.246783439502668 161.76642195160693 17.24276146851362 161.76009535149447 17.248501075738705 161.74309842583526 17.25111787602421 161.74437054560826 17.262810989108488 161.73214741002639 17.273958587471565 161.74708186001075 17.287120476424196 161.74816410095173 17.296591107283913 161.75635094214695 17.295263817351056 161.7672146049894 17.304751360052844 161.78200657171348 17.290999141378133 161.79452554971527 17.288913295772993 161.79369114953954 17.280110964919597 161.8014724093336 17.272848019244385 161.79215493114202 17.264784166900547 161.79006047789215 17.243889218964306,mast:HST/product/hst_skycell-p1717x17y08_wfc3_uvis_f555w_all_drc.jpg,mast:HST/product/hst_skycell-p1717x17y08_wfc3_uvis_f555w_all_drc.fits,PUBLIC,False,,83772887,663089537
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC-3370,GALAXY;SPIRAL,ib1f19lmq,161.76942375,17.27318055556,image,"Riess, Adam",3,55290.68351994213,55290.68762862268,355.0,702.5,961.2,Narrowing in on the Hubble Constant and Dark Energy,55655.88388885,11570,GO,,POLYGON 161.7901167014871 17.243883984170317 161.74327616771353 17.251262158581454 161.74566014927353 17.273832522877274 161.79250632038122 17.26645379558292 161.7901167014871 17.243883984170317,mast:HST/product/ib1f19lmq_drz.jpg,mast:HST/product/ib1f19lmq_drz.fits,PUBLIC,False,,23821136,920268486
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC-3370,GALAXY;SPIRAL,ib1f19lkq,161.76942375,17.27318055556,image,"Riess, Adam",3,55290.67773290509,55290.68184158565,355.0,441.7,659.1,Narrowing in on the Hubble Constant and Dark Energy,55655.75061342,11570,GO,,POLYGON 161.7901167014871 17.243883984170317 161.74327616771353 17.251262158581454 161.74566014927353 17.273832522877274 161.79250632038122 17.26645379558292 161.7901167014871 17.243883984170317,mast:HST/product/ib1f19lkq_drz.jpg,mast:HST/product/ib1f19lkq_drz.fits,PUBLIC,False,,23821135,920268528
science,HST,HAP-SVM,WFC3/UVIS,HAP,F814W,OPTICAL,NGC-3370,GALAXY;SPIRAL,hst_11570_19_wfc3_uvis_f814w_ib1f19,161.76942375,17.27318055556,image,"Riess, Adam",3,55290.68351993,55290.68762861,355.0,702.5,961.2,,55655.88388885,11570,HAP,,POLYGON 161.79003181645172 17.243921546287776 161.74310702087354 17.251173626983732 161.74562788497806 17.27386738852311 161.7922586834868 17.26639464489932 161.79003181645172 17.243921546287776 POLYGON 161.79233940521 17.266768824491756 161.74567394044496 17.274230577174613 161.7482531026924 17.29663816781969 161.7945322065352 17.288922741482622 161.79233940521 17.266768824491756,mast:HST/product/hst_11570_19_wfc3_uvis_f814w_ib1f19_drc.jpg,mast:HST/product/hst_11570_19_wfc3_uvis_f814w_ib1f19_drc.fits,PUBLIC,False,,26506371,935436099
science,HST,HAP-SVM,WFC3/UVIS,HAP,F555W,OPTICAL,NGC-3370,GALAXY;SPIRAL,hst_11570_19_wfc3_uvis_f555w_ib1f19,161.76942375,17.27318055556,image,"Riess, Adam",3,55290.67773289,55290.68184157,355.0,441.7,659.1,,55655.75061342,11570,HAP,,POLYGON 161.7900202929324 17.24392154748129 161.74310702087354 17.251173626983732 161.74562788497806 17.27386738852311 161.7922586834868 17.26639464489932 161.7900202929324 17.24392154748129 POLYGON 161.7922356751476 17.266724814188137 161.74567394044496 17.274230577174613 161.7481608919095 17.296605141631574 161.7945322065352 17.288922741482622 161.7922356751476 17.266724814188137,mast:HST/product/hst_11570_19_wfc3_uvis_f555w_ib1f19_drc.jpg,mast:HST/product/hst_11570_19_wfc3_uvis_f555w_ib1f19_drc.fits,PUBLIC,False,,26506382,935436133
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,NGC-3370,GALAXY;SPIRAL,hst_11570_19_wfc3_uvis_total_ib1f19,161.76942375,17.27318055556,image,"Riess, Adam",3,55290.67773289,55290.68762861,710.0,,,,55655.88388885,11570,HAP,,POLYGON 161.79006639202535 17.24396556491424 161.74310702087354 17.251173626983732 161.74568551612398 17.273834378534495 161.7922586793318 17.26636162823479 161.79006639202535 17.24396556491424 POLYGON 161.7922356792985 17.2667578308527 161.74568546167038 17.274263595172986 161.7481608919095 17.296605141631574 161.79450914475223 17.288856711067528 161.7922356792985 17.2667578308527,mast:HST/product/hst_11570_19_wfc3_uvis_total_ib1f19_drc.jpg,mast:HST/product/hst_11570_19_wfc3_uvis_total_ib1f19_drc.fits,PUBLIC,False,,26506385,935436194
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC-3021,GALAXY;SPIRAL,ib1f43p9q,147.73735,33.55523611111,image,"Riess, Adam",3,55350.26087075232,55350.26497943287,355.0,702.5,961.2,Narrowing in on the Hubble Constant and Dark Energy,55715.4919329,11570,GO,,POLYGON 147.77830640789486 33.54608531718452 147.7319913789904 33.522312628790054 147.7162888370166 33.54084033068708 147.76260947823909 33.56461886419958 147.77830640789486 33.54608531718452,mast:HST/product/ib1f43p9q_drz.jpg,mast:HST/product/ib1f43p9q_drz.fits,PUBLIC,False,,23821328,920237536
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC-3021,GALAXY;SPIRAL,ib1f43p7q,147.73735,33.55523611111,image,"Riess, Adam",3,55350.25508371528,55350.25919239583,355.0,441.7,659.1,Narrowing in on the Hubble Constant and Dark Energy,55715.49170142,11570,GO,,POLYGON 147.77830640789486 33.54608531718452 147.7319913789904 33.522312628790054 147.7162888370166 33.54084033068708 147.76260947823909 33.56461886419958 147.77830640789486 33.54608531718452,mast:HST/product/ib1f43p7q_drz.jpg,mast:HST/product/ib1f43p7q_drz.fits,PUBLIC,False,,23821327,920237583
science,HST,HAP-SVM,WFC3/UVIS,HAP,F814W,OPTICAL,NGC-3021,GALAXY;SPIRAL,hst_11570_43_wfc3_uvis_f814w_ib1f43,147.73735,33.55523611111,image,"Riess, Adam",3,55350.26087075,55350.26497943,355.0,702.5,961.2,,55715.4919329,11570,HAP,,POLYGON 147.73188850375146 33.52212907138238 147.71625317342563 33.540869613251665 147.7624211906854 33.56442149643051 147.77822261622427 33.54609330941268 147.73188850375146 33.52212907138238 POLYGON 147.76223636097322 33.56471868060456 147.71598901607663 33.54114470286219 147.70050539094174 33.559641172752336 147.74665269618137 33.5828467230892 147.76223636097322 33.56471868060456,mast:HST/product/hst_11570_43_wfc3_uvis_f814w_ib1f43_drc.jpg,mast:HST/product/hst_11570_43_wfc3_uvis_f814w_ib1f43_drc.fits,PUBLIC,False,,26506455,935224605
science,HST,HAP-SVM,WFC3/UVIS,HAP,F555W,OPTICAL,NGC-3021,GALAXY;SPIRAL,hst_11570_43_wfc3_uvis_f555w_ib1f43,147.73735,33.55523611111,image,"Riess, Adam",3,55350.25508371,55350.25919239,355.0,441.7,659.1,,55715.49170142,11570,HAP,,POLYGON 147.77815656180812 33.54602729672162 147.73188850375146 33.52212907138238 147.71621357568685 33.540814578127815 147.7624343984378 33.56442149397687 147.77815656180812 33.54602729672162 POLYGON 147.71594940349394 33.54114469542629 147.70051861773513 33.55959715466103 147.74665269618137 33.5828467230892 147.76223636389255 33.56472968615902 147.71594940349394 33.54114469542629,mast:HST/product/hst_11570_43_wfc3_uvis_f555w_ib1f43_drc.jpg,mast:HST/product/hst_11570_43_wfc3_uvis_f555w_ib1f43_drc.fits,PUBLIC,False,,26506468,935224632
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,NGC-3021,GALAXY;SPIRAL,hst_11570_43_wfc3_uvis_total_ib1f43,147.73735,33.55523611111,image,"Riess, Adam",3,55350.25508371,55350.26497943,710.0,,,,55715.4919329,11570,HAP,,POLYGON 147.73188850375146 33.52212907138238 147.71623999573535 33.5407705608127 147.76243438960412 33.564388477313514 147.77822261622427 33.54609330941268 147.73188850375146 33.52212907138238 POLYGON 147.76217031616193 33.564696681644826 147.71592298616363 33.541177707125264 147.70050539094174 33.559641172752336 147.7467055337653 33.582791692199535 147.76217031616193 33.564696681644826,mast:HST/product/hst_11570_43_wfc3_uvis_total_ib1f43_drc.jpg,mast:HST/product/hst_11570_43_wfc3_uvis_total_ib1f43_drc.fits,PUBLIC,False,,26506475,935224747
science,HST,HAP-MVM,WFC3/UVIS,HAP,F814W,OPTICAL,NGC-3982,GALAXY;SPIRAL,hst_skycell-p2376x05y16_wfc3_uvis_f814w_all,179.1131225,55.12320833333,image,,3,55047.40176612,60220.99509944,6105.0,702.5,961.2,,55412.62571754,,,,POLYGON 179.14440674972914 55.094816789794315 179.10586929997496 55.10075142446955 179.13099270222105 55.14357725263133 179.16929502768858 55.13796210693835 179.14440674972914 55.094816789794315 POLYGON 179.1304912196406 55.14364267361619 179.10529398080692 55.10087373837107 179.0673224069948 55.10671837150057 179.09266480531193 55.14926962422043 179.1304912196406 55.14364267361619 POLYGON 179.27476584547753 55.212032903850755 179.21329435575524 55.24011717460827 179.23548592593772 55.258605296624694 179.29761419299422 55.230541000180445 179.27476584547753 55.212032903850755 POLYGON 179.29778677463514 55.23080400289933 179.23567493617125 55.258823604615074 179.25815462806509 55.277534942483655 179.32084901861674 55.249580961280586 179.29778677463514 55.23080400289933,mast:HST/product/hst_skycell-p2376x05y16_wfc3_uvis_f814w_all_drc.jpg,mast:HST/product/hst_skycell-p2376x05y16_wfc3_uvis_f814w_all_drc.fits,PUBLIC,False,,87600917,659452703
science,HST,HAP-MVM,WFC3/UVIS,HAP,F555W,OPTICAL,NGC-3982,GALAXY;SPIRAL,hst_skycell-p2376x05y16_wfc3_uvis_f555w_all,179.1131225,55.12320833333,image,,3,55047.41292353,55047.45678925,700.0,441.7,659.1,,55412.63324065,,,,POLYGON 179.14442680286382 55.094827502849185 179.10587060348425 55.10077361935475 179.13101277610542 55.14358796733518 179.1692956974167 55.13797320358249 179.14442680286382 55.094827502849185 POLYGON 179.10515691571024 55.10085418895592 179.06722798171555 55.1067646219582 179.09266415639442 55.14925852704088 179.13051458941797 55.14370887299154 179.10515691571024 55.10085418895592,mast:HST/product/hst_skycell-p2376x05y16_wfc3_uvis_f555w_all_drc.jpg,mast:HST/product/hst_skycell-p2376x05y16_wfc3_uvis_f555w_all_drc.fits,PUBLIC,False,,87600918,659506179
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC-3982,GALAXY;SPIRAL,ib1f22040,179.1131225,55.12320833333,image,"Riess, Adam",3,55047.41292353009,55047.45678923611,700.0,441.7,659.1,Narrowing in on the Hubble Constant and Dark Energy,55412.63324065,11570,GO,,POLYGON 179.16922536 55.13813718 179.13085646 55.14394051 179.1308412136521 55.143914325325824 179.13079445 55.14392139 179.10577311 55.1008999 179.14410432 55.09510444 179.1441195664828 55.095130640230636 179.14416634 55.09512356 179.16922536 55.13813718 179.16922536 55.13813718,mast:HST/product/ib1f22040_drz.jpg,mast:HST/product/ib1f22040_drz.fits,PUBLIC,False,,24795520,920268434
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC-3982,GALAXY;SPIRAL,ib1f22030,179.1131225,55.12320833333,image,"Riess, Adam",3,55047.40176612268,55047.41134961806,700.0,702.5,961.2,Narrowing in on the Hubble Constant and Dark Energy,55412.62571754,11570,GO,,POLYGON 179.16922536 55.13813718 179.13085646 55.14394051 179.1308412136521 55.143914325325824 179.13079445 55.14392139 179.10577311 55.1008999 179.14410432 55.09510444 179.1441195664828 55.095130640230636 179.14416634 55.09512356 179.16922536 55.13813718 179.16922536 55.13813718,mast:HST/product/ib1f22030_drz.jpg,mast:HST/product/ib1f22030_drz.fits,PUBLIC,False,,24795519,920268444
science,HST,HAP-SVM,WFC3/UVIS,HAP,F555W,OPTICAL,NGC-3982,GALAXY;SPIRAL,hst_11570_22_wfc3_uvis_f555w_ib1f22,179.1131225,55.12320833333,image,"Riess, Adam",3,55047.41292353,55047.45678925,700.0,441.7,659.1,,55412.63324065,11570,HAP,,POLYGON 179.14443433483598 55.094832798573734 179.10587015647002 55.10076697553894 179.13098671776078 55.14356754154972 179.16931938262186 55.13796670568349 179.14443433483598 55.094832798573734 POLYGON 179.13050532718387 55.14364462971002 179.1053315109378 55.10088798088229 179.06727524266358 55.10673298310174 179.0926624975724 55.14925540075368 179.13050532718387 55.14364462971002,mast:HST/product/hst_11570_22_wfc3_uvis_f555w_ib1f22_drc.jpg,mast:HST/product/hst_11570_22_wfc3_uvis_f555w_ib1f22_drc.fits,PUBLIC,False,,26506229,935325540
science,HST,HAP-SVM,WFC3/UVIS,HAP,F814W,OPTICAL,NGC-3982,GALAXY;SPIRAL,hst_11570_22_wfc3_uvis_f814w_ib1f22,179.1131225,55.12320833333,image,"Riess, Adam",3,55047.40176612,55047.41134962,700.0,702.5,961.2,,55412.62571754,11570,HAP,,POLYGON 179.14441509454218 55.094821797146516 179.10594711378778 55.10072296109339 179.13100598137072 55.14358955064702 179.16931938262186 55.13796670568349 179.14441509454218 55.094821797146516 POLYGON 179.13050533394775 55.14366664081806 179.10527381007398 55.100865963660155 179.0672174419143 55.10679899230353 179.09266249051927 55.14926640630597 179.13050533394775 55.14366664081806,mast:HST/product/hst_11570_22_wfc3_uvis_f814w_ib1f22_drc.jpg,mast:HST/product/hst_11570_22_wfc3_uvis_f814w_ib1f22_drc.fits,PUBLIC,False,,26506248,935325667
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,NGC-3982,GALAXY;SPIRAL,hst_11570_22_wfc3_uvis_total_ib1f22,179.1131225,55.12320833333,image,"Riess, Adam",3,55047.40176612,55047.45678925,1400.0,,,,55412.63324065,11570,HAP,,POLYGON 179.14443433483598 55.094832798573734 179.10602406084269 55.10071196326129 179.13104448747072 55.1435675355084 179.16931938262186 55.13796670568349 179.14443433483598 55.094832798573734 POLYGON 179.1304475573622 55.1436446354964 179.10508145016024 55.100865943082596 179.0672174419143 55.10679899230353 179.09279731275976 55.149255428901576 179.1304475573622 55.1436446354964,mast:HST/product/hst_11570_22_wfc3_uvis_total_ib1f22_drc.jpg,mast:HST/product/hst_11570_22_wfc3_uvis_total_ib1f22_drc.fits,PUBLIC,False,,26506301,935325878
science,HST,CALWF3,WFC3/UVIS,HST,F555W,OPTICAL,NGC-1309,GALAXY;SPIRAL,ib1f20dnq,50.52646583333,-15.39819444444,image,"Riess, Adam",3,55401.228673032405,55401.23301319445,375.0,441.7,659.1,Narrowing in on the Hubble Constant and Dark Energy,55766.3801273,11570,GO,,POLYGON 50.49105976198105 -15.407340018525042 50.513406025814845 -15.367447924908866 50.53476856377364 -15.376951581015392 50.5124253745743 -15.416845806759145 50.49105976198105 -15.407340018525042,mast:HST/product/ib1f20dnq_drz.jpg,mast:HST/product/ib1f20dnq_drz.fits,PUBLIC,False,,23821151,920268473
science,HST,CALWF3,WFC3/UVIS,HST,F814W,OPTICAL,NGC-1309,GALAXY;SPIRAL,ib1f20dpq,50.52646583333,-15.39819444444,image,"Riess, Adam",3,55401.234691550926,55401.238800231484,355.0,702.5,961.2,Narrowing in on the Hubble Constant and Dark Energy,55766.38164351,11570,GO,,POLYGON 50.49105976198105 -15.407340018525042 50.513406025814845 -15.367447924908866 50.53476856377364 -15.376951581015392 50.5124253745743 -15.416845806759145 50.49105976198105 -15.407340018525042,mast:HST/product/ib1f20dpq_drz.jpg,mast:HST/product/ib1f20dpq_drz.fits,PUBLIC,False,,23821152,920268511
science,HST,HAP-SVM,WFC3/UVIS,HAP,F814W,OPTICAL,NGC-1309,GALAXY;SPIRAL,hst_11570_20_wfc3_uvis_f814w_ib1f20,50.52646583333,-15.39819444444,image,"Riess, Adam",3,55401.23469155,55401.23880023,355.0,702.5,961.2,,55766.38164351,11570,HAP,,POLYGON 50.55629290003248 -15.386646130990556 50.53377362207056 -15.425949111530018 50.51275569360757 -15.416748426767954 50.5351295420242 -15.377040360514215 50.55629290003248 -15.386646130990556 POLYGON 50.53478710955251 -15.376897305495573 50.51240179722262 -15.41656131472392 50.49108897297344 -15.407237517033062 50.513340395743256 -15.367223457708949 50.53478710955251 -15.376897305495573,mast:HST/product/hst_11570_20_wfc3_uvis_f814w_ib1f20_drc.jpg,mast:HST/product/hst_11570_20_wfc3_uvis_f814w_ib1f20_drc.fits,PUBLIC,False,,26507015,935179030
science,HST,HAP-SVM,WFC3/UVIS,HAP,F555W,OPTICAL,NGC-1309,GALAXY;SPIRAL,hst_11570_20_wfc3_uvis_f555w_ib1f20,50.52646583333,-15.39819444444,image,"Riess, Adam",3,55401.22867303,55401.23301319,375.0,441.7,659.1,,55766.3801273,11570,HAP,,POLYGON 50.556292898309046 -15.386635125436895 50.53377362207056 -15.425949111530018 50.512801357815384 -15.416770440109417 50.5127671180533 -15.416594349567085 50.53517519806517 -15.377029352628854 50.556292898309046 -15.386635125436895 POLYGON 50.53478710955251 -15.376897305495573 50.51240179722262 -15.41656131472392 50.49108897297344 -15.407237517033062 50.51342029274003 -15.367190444731882 50.53478710955251 -15.376897305495573,mast:HST/product/hst_11570_20_wfc3_uvis_f555w_ib1f20_drc.jpg,mast:HST/product/hst_11570_20_wfc3_uvis_f555w_ib1f20_drc.fits,PUBLIC,False,,26507016,935179064
science,HST,HAP-SVM,WFC3/UVIS,HAP,detection,,NGC-1309,GALAXY;SPIRAL,hst_11570_20_wfc3_uvis_total_ib1f20,50.52646583333,-15.39819444444,image,"Riess, Adam",3,55401.22867303,55401.23880023,730.0,,,,55766.38164351,11570,HAP,,POLYGON 50.55629290003248 -15.386646130990556 50.53370511941128 -15.425916097945974 50.51275569418713 -15.416737421213679 50.53519802699522 -15.377040357014078 50.55629290003248 -15.386646130990556 POLYGON 50.49108897297344 -15.407237517033062 50.513328981570744 -15.367234462733448 50.53476427890589 -15.376853284405737 50.51237896516167 -15.416550308013523 50.49108897297344 -15.407237517033062,mast:HST/product/hst_11570_20_wfc3_uvis_total_ib1f20_drc.jpg,mast:HST/product/hst_11570_20_wfc3_uvis_total_ib1f20_drc.fits,PUBLIC,False,,26506648,935179123
